Name,rarity,collector_number,image_url,Unique ID,Pitch,Cost,Power,Defense,Health,Intelligence,Arcane,Types,Card Keywords,Abilities and Effects,Ability and Effect Keywords,Granted Keywords,Removed Keywords,Interacts with Keywords,Functional Text,Type Text,Card Played Horizontally,Blitz Legal,CC Legal,Commoner Legal,LL Legal,total_count,Gravy Bones_total_count,"Scurv, Stowaway_total_count",Puffin_total_count,Marlynn_total_count,average_count_per_normalized_deck,Gravy Bones_average_count_per_normalized_deck,"Scurv, Stowaway_average_count_per_normalized_deck",Puffin_average_count_per_normalized_deck,Marlynn_average_count_per_normalized_deck,draft_average_occurrence1,draft_average_occurrence2,draft_average_occurrence3,pick_rate,average_count_per_deck,Gravy Bones_pick_rate,Gravy Bones_average_count_per_deck,"Scurv, Stowaway_pick_rate","Scurv, Stowaway_average_count_per_deck",Puffin_pick_rate,Puffin_average_count_per_deck,Marlynn_pick_rate,Marlynn_average_count_per_deck,weighted_pick_rate
Expedition to Horizon's Mantle (red),common,SEA158,https://prod-content.fabrary.io/cards/SEA158.webp,bMq9wnBF99pzRHDq6qNFR,1,3,7,2,,,,"Pirate, Action, Attack",,,,,,,"When this attacks, you may put a gold counter on Treasure Island.",Pirate Action - Attack,,,,,,88,44,7,21,16,0.20164832101615485,0.2553235438871099,0.3089841679915209,0.1681393950407434,0.13636419449270906,2.3089612014652023,2.3229283450980396,2.111819011764706,0.10651523495466772,0.2371967654986523,0.13555020667764375,0.3013698630136986,0.1545074790335392,0.35,0.08818255345454386,0.19626168224299065,0.07335333413490398,0.16326530612244897,0.11289839332515769
Golden Tipple (red),common,SEA159,https://prod-content.fabrary.io/cards/SEA159.webp,6CpcdCrJKFkpkdkdLPQqT,1,1,3,2,,,,"Pirate, Action, Attack",Go again,,,,,,"""When this attacks, you may discard a yellow card. If you do, draw a card and create a Gold token.",,,,,,,90,32,6,13,39,0.20759520177796625,0.18478723373421913,0.2777462121212121,0.10493202437156607,0.3393493151453849,2.3089612014652023,2.3229283450980396,2.111819011764706,0.10893603574909198,0.24258760107816713,0.09858196849283182,0.2191780821917808,0.1324349820287479,0.3,0.05458919975757477,0.12149532710280374,0.17879875195382847,0.3979591836734694,0.11610122555824573
Golden Tipple (yellow),common,SEA160,https://prod-content.fabrary.io/cards/SEA160.webp,8QrD8rDCQWm78C9fq7tpr,2,1,2,2,,,,"Pirate, Action, Attack",Go again,,,,,,"""When this attacks, you may discard a yellow card. If you do, draw a card and create a Gold token.",,,,,,,90,48,2,16,24,0.20301320942556075,0.27582150161735064,0.0857843137254902,0.1251279063553014,0.20350601230839574,2.3089612014652023,2.3229283450980396,2.111819011764706,0.10893603574909198,0.24258760107816713,0.14787295273924775,0.3287671232876712,0.04414499400958263,0.1,0.06718670739393819,0.14953271028037382,0.11003000120235598,0.24489795918367346,0.09230866383628114
Golden Tipple (blue),common,SEA161,https://prod-content.fabrary.io/cards/SEA161.webp,QctzddqGNk8RgCTBMWPMN,3,1,1,2,,,,"Pirate, Action, Attack",Go again,,,,,,"""When this attacks, you may discard a yellow card. If you do, draw a card and create a Gold token.",,,,,,,149,121,6,10,12,0.339063072679351,0.6963313353512939,0.27585640075559426,0.08162488716255967,0.10078606184943453,2.3089612014652023,2.3229283450980396,3.0618110117647066,0.15247308955064198,0.40161725067385445,0.31395751824589463,0.8287671232876712,0.11986764159908055,0.3,0.03536168322789,0.09345794392523364,0.04633705862598626,0.12244897959183673,0.12888097542471286
Gold Hunter Lightsail (yellow),common,SEA162,https://prod-content.fabrary.io/cards/SEA162.webp,NrW7LgbzfgBGPCwhBRkKL,2,1,4,2,,,,"Pirate, Action, Attack",,,,,,,"When this attacks, if you control less Gold than an opponent, this gets **go again**.",Pirate Action - Attack,,,,,,79,18,12,29,20,0.18148233240890907,0.10086976975945972,0.5450931778552747,0.22743556892319414,0.17719887251976402,2.3089612014652023,2.3229283450980396,2.111819011764706,0.09562163137975853,0.21293800539083557,0.0554523572772179,0.1232876712328767,0.2648699640574958,0.6,0.12177590715151294,0.27102803738317754,0.09169166766862998,0.20408163265306123,0.13344747403871415
Gold Hunter Longboat (yellow),common,SEA163,https://prod-content.fabrary.io/cards/SEA163.webp,FMtqqPTBz8J7KdLNCbzcb,2,0,3,2,,,,"Pirate, Action, Attack",,,,,,,"If you control less Gold than an opponent, this gets +2{p}.",Pirate Action - Attack,,,,,,78,26,6,20,26,0.18809047914635516,0.1556605567968707,0.2770833333333333,0.1578520175276635,0.2512581013145714,2.3089612014652023,2.3229283450980396,2.111819011764706,0.09441123098254639,0.21024258760107817,0.08009784940042586,0.1780821917808219,0.1324349820287479,0.3,0.08398338424242273,0.18691588785046728,0.11919916796921898,0.2653061224489796,0.10392884591020386
Gold Hunter Marauder (yellow),common,SEA164,https://prod-content.fabrary.io/cards/SEA164.webp,KgPDCHhKBMbLfN6c8kwBJ,2,3,6,2,,,,"Pirate, Action, Attack",Overpower,,,,,,"If you control less Gold than an opponent, this gets **overpower**.",Pirate Action - Attack,,,,,,78,32,4,25,17,0.18386920976373083,0.18769652416818638,0.186447192513369,0.19874568016982883,0.16139849658520283,2.3089612014652023,2.3229283450980396,2.111819011764706,0.09441123098254639,0.21024258760107817,0.09858196849283182,0.2191780821917808,0.08828998801916527,0.2,0.1049792303030284,0.2336448598130841,0.07793791751833548,0.17346938775510204,0.09244727608334025
Gold Hunter Ketch (yellow),common,SEA165,https://prod-content.fabrary.io/cards/SEA165.webp,Kjjm76jCB6TCdfprGprtD,2,4,7,2,,,,"Pirate, Action, Attack",,,,,,,"If you control less Gold than an opponent, this costs {r}{r} less to play.",Pirate Action - Attack,,,,,,94,33,8,26,27,0.21963028447426042,0.191905809690703,0.35765931372549015,0.20745748487489674,0.24605561396922684,2.3089612014652023,2.3229283450980396,2.111819011764706,0.11377763733794052,0.25336927223719674,0.10166265500823282,0.22602739726027396,0.17657997603833053,0.4,0.10917839951514954,0.24299065420560748,0.12378375135265048,0.2755102040816326,0.12780119547859084
Swiftwater Sloop (red),common,SEA166,https://prod-content.fabrary.io/cards/SEA166.webp,wB9MNr6JNzqKB68gBhbQc,1,2,6,2,,,,"Pirate, Action, Attack",High Tide,,,,,,"High Tide - If there are 2 or more blue cards in your pitch zone, this gets **go again**.",Pirate Action - Attack,,,,,,109,49,10,24,26,0.2479884031690974,0.274395010926048,0.4552584670231729,0.19454633361204354,0.22469794840387816,2.3089612014652023,2.3229283450980396,2.111819011764706,0.13193364329612253,0.29380053908355797,0.15095363925464872,0.3356164383561644,0.22072497004791314,0.5,0.10078006109090727,0.22429906542056074,0.11919916796921898,0.2653061224489796,0.147914459590672
Swiftwater Sloop (yellow),common,SEA167,https://prod-content.fabrary.io/cards/SEA167.webp,9H8LCJNgGQJCRNPLFKqPN,2,2,5,2,,,,"Pirate, Action, Attack",High Tide,,,,,,"High Tide - If there are 2 or more blue cards in your pitch zone, this gets **go again**.",Pirate Action - Attack,,,,,,90,44,13,12,21,0.20750756978235033,0.25330360239943545,0.6103210663872429,0.09441505890357194,0.18055254906640197,2.3089612014652023,2.3229283450980396,2.111819011764706,0.10893603574909198,0.24258760107816713,0.13555020667764375,0.3013698630136986,0.2869424610622871,0.65,0.050390030545453636,0.11214953271028037,0.09627625105206147,0.21428571428571427,0.1422897373343615
Swiftwater Sloop (blue),common,SEA168,https://prod-content.fabrary.io/cards/SEA168.webp,QgnRKmWk6WG8RhnhRTkNB,3,2,4,2,,,,"Pirate, Action, Attack",High Tide,,,,,,"High Tide - If there are 2 or more blue cards in your pitch zone, this gets **go again**.",Pirate Action - Attack,,,,,,139,79,12,25,23,0.3191259935354637,0.4530323751013654,0.5720390575585073,0.1997100354407001,0.19840063156666116,2.3089612014652023,2.3229283450980396,3.0618110117647066,0.14223999629220963,0.3746630727762803,0.2049805284415345,0.541095890410959,0.2397352831981611,0.6,0.088404208069725,0.2336448598130841,0.088812695699807,0.23469387755102042,0.1554831788523069
Swindler's Grift (red),common,SEA169,https://prod-content.fabrary.io/cards/SEA169.webp,PFgWLDKNLrPHmLFFFJC7W,1,2,6,2,,,,"Pirate, Action, Attack",,,,,,,"When this attacks, you may discard a yellow card. If you do, draw a card and create a Gold token.",Pirate Action - Attack,,,,,,78,38,6,13,21,0.1784505324368462,0.2190576597180204,0.2699557242251739,0.10367316442082797,0.18092434834394777,2.3089612014652023,2.3229283450980396,2.111819011764706,0.09441123098254639,0.21024258760107817,0.11706608758523779,0.2602739726027397,0.1324349820287479,0.3,0.05458919975757477,0.12149532710280374,0.09627625105206147,0.21428571428571427,0.1000916301059055
Swindler's Grift (yellow),common,SEA170,https://prod-content.fabrary.io/cards/SEA170.webp,kWhWddrDGGh6fpqFrFB6j,2,2,5,2,,,,"Pirate, Action, Attack",,,,,,,"When this attacks, you may discard a yellow card. If you do, draw a card and create a Gold token.",Pirate Action - Attack,,,,,,87,35,8,18,26,0.20136170485886984,0.20102417065628594,0.3823529411764707,0.13873825106562415,0.2333021622374673,2.3089612014652023,2.3229283450980396,2.111819011764706,0.1053048345574556,0.23450134770889489,0.1078240280390348,0.23972602739726026,0.17657997603833053,0.4,0.07558504581818046,0.16822429906542055,0.11919916796921898,0.2653061224489796,0.1197970544661912
Swindler's Grift (blue),common,SEA171,https://prod-content.fabrary.io/cards/SEA171.webp,gdgW96DqcRG69KdjcLBjr,3,2,4,2,,,,"Pirate, Action, Attack",,,,,,,"When this attacks, you may discard a yellow card. If you do, draw a card and create a Gold token.",Pirate Action - Attack,,,,,,86,36,10,21,19,0.19852453215841248,0.20940807248406174,0.4715869510402243,0.1638373565600064,0.16445598648339677,2.3089612014652023,2.3229283450980396,2.111819011764706,0.10409443416024346,0.23180592991913745,0.1109047145544358,0.2465753424657534,0.22072497004791314,0.5,0.08818255345454386,0.19626168224299065,0.08710708428519848,0.19387755102040816,0.1267298305855228
Thiev'n Varmints (red),common,SEA172,https://prod-content.fabrary.io/cards/SEA172.webp,mGJzBdWQ7W7FHH6QnLzNj,1,0,4,3,,,,"Pirate, Action, Attack",,,,,,,"When this attacks, you may remove a gold counter from Treasure Island. If you do and you are a Thief, create a Gold token.",Pirate Action - Attack,,,,,,129,35,29,35,30,0.30159410315552665,0.2022628546618251,1.3744208473394905,0.2776923652440854,0.2567299536955821,2.3089612014652023,2.3229283450980396,3.0618110117647066,0.1320069030337773,0.3477088948787062,0.0908141581703001,0.23972602739726026,0.5793602677288893,1.45,0.123765891297615,0.32710280373831774,0.11584264656496565,0.30612244897959184,0.22744574094044254
Chart a Course (red),common,SEA173,https://prod-content.fabrary.io/cards/SEA173.webp,MnFBFMRFhmwWQLLKQFJQc,1,0,,2,,,,"Pirate, Action",Go again,,,,,,"""Your first attack this turn gets +3{p}.",,,,,,,110,18,13,34,45,0.25532244244402585,0.10491285798044546,0.6035722451578714,0.27557518164757966,0.3862179545116344,2.3089612014652023,2.3229283450980396,2.111819011764706,0.13314404369333466,0.29649595687331537,0.0554523572772179,0.1232876712328767,0.2869424610622871,0.65,0.14277175321211863,0.3177570093457944,0.20630625225441745,0.45918367346938777,0.17286820595151028
Chart a Course (yellow),common,SEA174,https://prod-content.fabrary.io/cards/SEA174.webp,Rwgrgc7rDQbtj6KhkfjTb,2,0,,2,,,,"Pirate, Action",Go again,,,,,,"""Your second attack this turn gets +3{p}.",,,,,,,101,13,16,42,30,0.23176560924012637,0.07290400837625059,0.740969462109168,0.3315062123277502,0.25561736575409877,2.3089612014652023,2.3229283450980396,2.111819011764706,0.12225044011842545,0.2722371967654987,0.04004892470021293,0.08904109589041095,0.35315995207666107,0.8,0.17636510690908772,0.3925233644859813,0.13753750150294497,0.30612244897959184,0.17677787129722666
Chart a Course (blue),common,SEA175,https://prod-content.fabrary.io/cards/SEA175.webp,jmdFFT8D6MhJWJLRbz6dt,3,0,,2,,,,"Pirate, Action",Go again,,,,,,"""Your third attack this turn gets +3{p}.",,,,,,,88,48,9,21,10,0.20365142095980618,0.281469866009964,0.4073712647657145,0.16786192974490483,0.08521862204708434,2.3089612014652023,2.3229283450980396,2.111819011764706,0.10651523495466772,0.2371967654986523,0.14787295273924775,0.3287671232876712,0.19865247304312184,0.45,0.08818255345454386,0.19626168224299065,0.04584583383431499,0.10204081632653061,0.1201384532678071
Mutiny on the Battalion Barque (blue),common,SEA176,https://prod-content.fabrary.io/cards/SEA176.webp,6TFrJmTqf9DjPmgPrmd8m,3,0,,2,,,,"Pirate, Action","Go again, Steal",,,,,,"""For each hero that controls more Gold than you, **steal** a Gold token they control.",,,,,,,115,62,5,27,21,0.26704154318554246,0.3616328031205557,0.2236519607843137,0.22100202338487743,0.18524252600374563,2.3089612014652023,2.3229283450980396,3.0618110117647066,0.117680572471972,0.30997304582210244,0.16087079447310304,0.4246575342465753,0.09988970133256712,0.25,0.095476544715303,0.2523364485981308,0.08108985259547595,0.21428571428571427,0.10933172327911228
Mutiny on the Nimbus Sovereign (blue),common,SEA177,https://prod-content.fabrary.io/cards/SEA177.webp,JnzNgM8krkHCW67dfWJLP,3,0,,2,,,,"Pirate, Action","Go again, Steal",,,Overpower,,,"""For each hero that controls more Gold than you, **steal** a Gold token they control.",,,,,,,114,70,8,18,18,0.2621180520795455,0.40235259087309666,0.3560464104996838,0.14167959586928947,0.1655272865921599,2.3089612014652023,2.3229283450980396,3.0618110117647066,0.11665726314612877,0.30727762803234504,0.1816283163406002,0.4794520547945205,0.1598235221321074,0.4,0.063651029810202,0.16822429906542055,0.06950558793897939,0.1836734693877551,0.11865211405547224
Mutiny on the Swiftwater (blue),common,SEA178,https://prod-content.fabrary.io/cards/SEA178.webp,JwdBp6DFwFkG9npJ78jbK,3,0,,2,,,,"Pirate, Action","Go again, Steal",,,Go again,,,"""For each hero that controls more Gold than you, **steal** a Gold token they control.",,,,,,,128,76,6,24,22,0.2945472432670407,0.44355529007318184,0.27044250132485426,0.18786693893570136,0.19395247355888318,2.3089612014652023,2.3229283450980396,3.0618110117647066,0.13098359370793405,0.3450134770889488,0.19719645774122307,0.5205479452054794,0.11986764159908055,0.3,0.084868039746936,0.22429906542056074,0.08495127414764148,0.22448979591836735,0.12172085330872028
Bandana of the Blue Beyond,common,SEA179,https://prod-content.fabrary.io/cards/SEA179.webp,rFtnRCDzmJrrJwfJfWnFC,,,,0,,,,"Generic, Equipment, Head",,Action,Go again,,,,"**Action** - Discard a card, destroy this: Put a blue card from your graveyard on the bottom of your deck. **Go again**",Generic Equipment - Head,,,,,,50,24,3,8,15,,,,,,1.6660106666666663,1.6660106666666663,1.7493112000000002,0.07919728895489861,0.1347708894878706,0.09655274847010883,0.1643835616438356,0.08892388933172986,0.15,0.04391303176875549,0.07476635514018691,0.08990058706777483,0.15306122448979592,0.07982256415959225
Helmsman's Peak,common,SEA180,https://prod-content.fabrary.io/cards/SEA180.webp,PMh8LjJm6jmBKfm8FqfkW,,,,1,,,,"Generic, Equipment, Head",Blade Break,,,,,,"""When this defends, look at the top card of your deck.",,,,,,,78,19,4,31,24,,,,,,1.6660106666666663,1.6660106666666663,1.4994096000000001,0.13184575537357301,0.21024258760107817,0.08169404589394237,0.13013698630136986,0.12312538522854904,0.2,0.18188977363308384,0.2897196261682243,0.15374247675283073,0.24489795918367346,0.1351129203771015
Captain's Coat,common,SEA181,https://prod-content.fabrary.io/cards/SEA181.webp,hmr8mCTP6dhctND9KcFjp,,,,0,,,,"Generic, Equipment, Chest",,Action,Go again,,,,**Action** - Destroy this: Gain {r}. Activate this only if you've drawn a card this turn. **Go again**,Generic Equipment - Chest,,,,,,65,34,2,13,16,,,,,,1.6660106666666663,1.6660106666666663,1.7493112000000002,0.1029564756413682,0.1752021563342318,0.13678306033265417,0.2328767123287671,0.0592825928878199,0.1,0.07135867662422767,0.12149532710280374,0.09589395953895981,0.16326530612244897,0.09082957234591538
Old Knocker,common,SEA182,https://prod-content.fabrary.io/cards/SEA182.webp,KTh89nLtmJWQcQQJPwgDW,,,,1,,,,"Generic, Equipment, Chest",Blade Break,Instant,,,,,"""**Instant** - {t} your hero, destroy this: Gain {r}",,,,,,,84,38,4,9,33,,,,,,1.6660106666666663,1.6660106666666663,1.7493112000000002,0.13305144544422967,0.22641509433962265,0.1528751850776723,0.2602739726027397,0.1185651857756398,0.2,0.049402160739849925,0.08411214953271028,0.19778129154910462,0.336734693877551,0.12965595578556666
Swiftstrike Bracers,common,SEA183,https://prod-content.fabrary.io/cards/SEA183.webp,69mRCnm9t6Dcjkk9H8RhG,,,,0,,,,"Generic, Equipment, Arms",,Action,Go again,,,,**Action** - Destroy this: Your next attack this turn gets +2{p}. Activate this only if you've played a Nimblism this turn. **Go again**,Generic Equipment - Arms,,,,,,68,15,5,29,19,,,,,,1.6660106666666663,1.6660106666666663,1.7493112000000002,0.10770831297866211,0.18328840970350405,0.06034546779381802,0.10273972602739725,0.14820648221954977,0.25,0.15918474016173864,0.27102803738317754,0.11387407695251478,0.19387755102040816,0.12040269178190531
Light Fingers,common,SEA184,https://prod-content.fabrary.io/cards/SEA184.webp,QCpd7ctKhtN7LCP8FqkmP,,,,1,,,,"Generic, Equipment, Arms",Blade Break,,,,,,"""When this defends, if you are a Thief, **steal** a Gold token the attacking hero controls.",,,,,,,63,13,9,28,13,,,,,,1.6660106666666663,1.6660106666666663,1.4994096000000001,0.10649080241711666,0.16981132075471697,0.05589592613796057,0.08904109589041095,0.2770321167642354,0.45,0.16428753747504346,0.2616822429906542,0.0832771749077833,0.1326530612244898,0.1451231888212557
Quartermaster's Boots,common,SEA185,https://prod-content.fabrary.io/cards/SEA185.webp,KbcGqTJFnNLmLWMpfzPbT,,,,1,,,,"Generic, Equipment, Legs",Blade Break,Action,Go again,,,,"""**Action** - {r}{r}, destroy this: The next non-attack action card you play this turn gets **go again**. **Go again**",,,,,,,77,48,2,7,20,,,,,,1.6660106666666663,1.6660106666666663,1.7493112000000002,0.12196382499054387,0.20754716981132076,0.19310549694021767,0.3287671232876712,0.0592825928878199,0.1,0.03842390279766105,0.06542056074766354,0.11986744942369977,0.20408163265306123,0.1026698605123496
Quick Clicks,common,SEA186,https://prod-content.fabrary.io/cards/SEA186.webp,BzRFcMpm9fmqgDPNdCRQ9,,,,0,,,,"Generic, Equipment, Legs",,Action,Go again,,,,**Action** - Destroy this: Your next attack this turn gets **go again**. Activate this only if you've played a Nimblism this turn. **Go again**,Generic Equipment - Legs,,,,,,61,12,9,13,27,,,,,,1.6660106666666663,1.6660106666666663,1.7493112000000002,0.0966206925249763,0.16442048517520216,0.04827637423505442,0.0821917808219178,0.2667716679951896,0.45,0.07135867662422767,0.12149532710280374,0.16182105672199468,0.2755102040816326,0.1370569438941166
Sea Legs (yellow),mythic,SEA187,https://prod-content.fabrary.io/cards/SEA187.webp,q6JzqgbQgM8DB8tgcfc6B,2,3,6,3,,,,"Generic, Action, Attack",,,,,,,"When this is discarded, create a Goldkiss Rum token.",Generic Action - Attack,,,,No,,13,8,1,2,2,0.030413518081924492,0.04674615218955522,0.04838709677419355,0.016284338714245256,0.017839906232763377,0.16806472727272725,0.1711010909090909,0.18980700478468898,0.1969596603371925,0.03504043126684636,0.3082465961087947,0.0547945205479452,0.2861806094863751,0.05,0.1048178368205987,0.018691588785046728,0.11444857415300763,0.02040816326530612,0.20342340414219406
Midas Touch (yellow),mythic,SEA188,https://prod-content.fabrary.io/cards/SEA188.webp,mFpKJrtphdgPmTDK7T7PJ,2,1,,3,,,,"Generic, Action",Go again,,,,,,"""Destroy target ally. Its controller creates Gold tokens equal to its cost.",,,,,,,9,1,0,6,2,0.021145416351140145,0.005553498704183636,0.0,0.04948264352469959,0.017749957125707427,0.16806472727272725,0.1711010909090909,0.18980700478468898,0.13635668792574865,0.02425876010781671,0.038530824513599335,0.00684931506849315,0.0,0.0,0.3144535104617961,0.056074766355140186,0.11444857415300763,0.02040816326530612,0.11685822728210077
Amethyst Amulet (blue),mythic,SEA189,https://prod-content.fabrary.io/cards/SEA189.webp,rnCGHPJFzCqjPfbkJTKHM,3,0,,,,,,"Generic, Action, Item","Legendary, Watery Grave",Instant,,,,,"""**Instant** - Destroy this: Your next attack this turn gets +2{p}.",,,,,,,16,16,0,0,0,0.03535320546285807,0.0898358851145229,0.0,0.0,0.0,0.16806472727272725,0.1711010909090909,0.11008532057416269,0.30003216667827926,0.0431266846361186,0.7673471142290794,0.1095890410958904,0.0,0.0,0.0,0.0,0.0,0.0,0.19183677855726985
Diamond Amulet (blue),mythic,SEA190,https://prod-content.fabrary.io/cards/SEA190.webp,KKLmtWbhTRtcffWGpz7CN,3,0,,,,,,"Generic, Action, Item","Legendary, Watery Grave",Instant,,,,,"""**Instant** - Destroy this: gain 1 action point.",,,,,,,7,6,0,1,0,0.01575925417855437,0.03381912596679974,0.0,0.008496176720475786,0.0,0.16806472727272725,0.1711010909090909,0.11008532057416269,0.1312640729217472,0.018867924528301886,0.2877551678359048,0.0410958904109589,0.0,0.0,0.06521539460351235,0.009345794392523364,0.0,0.0,0.08824264060985429
Onyx Amulet (blue),mythic,SEA191,https://prod-content.fabrary.io/cards/SEA191.webp,hpQCHKmzQGrjhJFJR8pBP,3,0,,,,,,"Generic, Action, Item","Legendary, Watery Grave",Action,Go again,,,,"""**Action** - Destroy this: {t} all heroes and allies. **Go again**",,,,,,,6,4,0,1,1,0.013494329551514509,0.023150839981083953,0.0,0.008010680907877168,0.007849293563579277,0.16806472727272725,0.1711010909090909,0.11008532057416269,0.11251206250435472,0.016172506738544475,0.19183677855726985,0.0273972602739726,0.0,0.0,0.06521539460351235,0.009345794392523364,0.07118924767848865,0.01020408163265306,0.08206035520981772
Opal Amulet (blue),mythic,SEA192,https://prod-content.fabrary.io/cards/SEA192.webp,rdG6zR6dgDWwzw9KKtq78,3,0,,,,,,"Generic, Action, Item","Legendary, Watery Grave",Instant,Opt 2,,,,"""**Instant** - Destroy this: **Opt 2**",,,,,,,7,7,0,0,0,0.015590125745508651,0.039616004462902116,0.0,0.0,0.0,0.16806472727272725,0.1711010909090909,0.11008532057416269,0.1312640729217472,0.018867924528301886,0.33571436247522224,0.04794520547945205,0.0,0.0,0.0,0.0,0.0,0.0,0.08392859061880556
Pearl Amulet (blue),mythic,SEA193,https://prod-content.fabrary.io/cards/SEA193.webp,rKb97mmPGtmm9R9dMDW8d,3,0,,,,,,"Generic, Action, Item","Legendary, Watery Grave",Action,Go again,,,,"""**Action** - Destroy this: {u} target permanent. **Go again**",,,,,,,5,4,0,1,0,0.011600132806984386,0.023923551099865728,0.0,0.007577671129072999,0.0,0.16806472727272725,0.1711010909090909,0.11008532057416269,0.09376005208696227,0.013477088948787063,0.19183677855726985,0.0273972602739726,0.0,0.0,0.06521539460351235,0.009345794392523364,0.0,0.0,0.06426304329019555
Platinum Amulet (blue),mythic,SEA194,https://prod-content.fabrary.io/cards/SEA194.webp,QmBfhgrGL6JDrhkn6ccg8,3,0,,,,,,"Generic, Action, Item","Legendary, Watery Grave",Instant,,,,,"""**Instant** - Destroy this: Target defending card gets +1{d} until end of turn.",,,,,,,4,3,0,1,0,0.008774016061240782,0.01625210285988945,0.0,0.008246289169873557,0.0,0.16806472727272725,0.1711010909090909,0.11008532057416269,0.07500804166956981,0.01078167115902965,0.1438775839179524,0.02054794520547945,0.0,0.0,0.06521539460351235,0.009345794392523364,0.0,0.0,0.052273244630366186
Pounamu Amulet (blue),mythic,SEA195,https://prod-content.fabrary.io/cards/SEA195.webp,cGJkkqNfjfkwKDkcqwMBk,3,0,,,,,,"Generic, Action, Item","Legendary, Watery Grave",Action,Go again,,,,"""**Action** - Destroy this: Gain 2{h}. **Go again**",,,,,,,6,5,0,1,0,0.013323431893441826,0.02762946796832882,0.0,0.008496176720475786,0.0,0.16806472727272725,0.1711010909090909,0.11008532057416269,0.11251206250435472,0.016172506738544475,0.23979597319658733,0.03424657534246575,0.0,0.0,0.06521539460351235,0.009345794392523364,0.0,0.0,0.07625284195002492
Ruby Amulet (blue),mythic,SEA196,https://prod-content.fabrary.io/cards/SEA196.webp,chPNcp7C8zz7FFPhLkMrh,3,0,,,,,,"Generic, Action, Item","Legendary, Watery Grave",Instant,,,,,"""**Instant** - Destroy this: Gain {r}{r}",,,,,,,5,4,0,0,1,0.012011159975410223,0.02367219418409036,0.0,0.0,0.01020408163265306,0.16806472727272725,0.1711010909090909,0.11008532057416269,0.09376005208696227,0.013477088948787063,0.19183677855726985,0.0273972602739726,0.0,0.0,0.0,0.0,0.07118924767848865,0.01020408163265306,0.06575650655893962
Sapphire Amulet (blue),mythic,SEA197,https://prod-content.fabrary.io/cards/SEA197.webp,8n9Fkr9DLNbMhKJRJTkLL,3,0,,,,,,"Generic, Action, Item","Legendary, Watery Grave",Action,,,,,"""**Action** - Destroy this: You get +1{i} this turn.",,,,,,,8,5,0,1,2,0.018976309782358952,0.03001364933763774,0.0,0.008010680907877168,0.018378319069563307,0.16806472727272725,0.1711010909090909,0.11008532057416269,0.15001608333913963,0.0215633423180593,0.23979597319658733,0.03424657534246575,0.0,0.0,0.06521539460351235,0.009345794392523364,0.1423784953569773,0.02040816326530612,0.11184746578926924
Crash Down the Gates (red),rare,SEA198,https://prod-content.fabrary.io/cards/SEA198.webp,78qm8bGbrcGwf7chnPrqj,1,3,6,2,,,,"Generic, Action, Attack",,,,,,,"""When this attacks a hero, they reveal the top card of their deck. If this has {p} greater than the revealed card, this gets +2{p}.",,,,,,,37,10,0,15,12,0.08453421483990663,0.0581254028883412,0.0,0.11719742375172397,0.10546694431094965,0.7582363511904764,0.762198275,0.7975172199921293,0.12855930885381817,0.09973045822102426,0.08830164116522236,0.0684931506849315,0.0,0.0,0.18055639136749882,0.14018691588785046,0.15771344104404703,0.12244897959183673,0.10664286839419204
Crash Down the Gates (yellow),rare,SEA199,https://prod-content.fabrary.io/cards/SEA199.webp,rkBTWR7wJGdbpzMDC8CfT,2,3,5,2,,,,"Generic, Action, Attack",,,,,,,"""When this attacks a hero, they reveal the top card of their deck. If this has {p} greater than the revealed card, this gets +2{p}.",,,,,,,24,8,1,7,8,0.054193058409342736,0.04514992726961004,0.044117647058823525,0.05493959422520517,0.06890658944111903,0.7582363511904764,0.762198275,0.7975172199921293,0.08338982195923342,0.0646900269541779,0.07064131293217789,0.0547945205479452,0.06496532545337579,0.05,0.08425964930483278,0.06542056074766354,0.10514229402936469,0.08163265306122448,0.08125214542993779
Crash Down the Gates (blue),rare,SEA200,https://prod-content.fabrary.io/cards/SEA200.webp,6cNDdMzwq6KHcHjFdmmHT,3,3,4,2,,,,"Generic, Action, Attack",,,,,,,"""When this attacks a hero, they reveal the top card of their deck. If this has {p} greater than the revealed card, this gets +2{p}.",,,,,,,30,12,3,9,6,0.06710573260480215,0.06654462602552004,0.139572192513369,0.06959741262134132,0.05043208567249762,0.7582363511904764,0.762198275,0.7975172199921293,0.10423727744904177,0.08086253369272237,0.10596196939826683,0.0821917808219178,0.19489597636012737,0.15,0.10833383482049928,0.08411214953271028,0.07885672052202351,0.061224489795918366,0.12201212527522926
Jack Be Nimble (red),rare,SEA201,https://prod-content.fabrary.io/cards/SEA201.webp,JfdLrjqqCPgLQkrhtFqcz,1,0,3,3,,,,"Generic, Action, Attack","Go again, Steal",,,,,,"""When this attacks, you may banish a Nimblism from your graveyard. If you do, this gets +1{p} and **go again**.",,,,,,,39,6,6,15,12,0.09284919121175117,0.03542347003689724,0.2921370967741935,0.11990509997656781,0.1081901600122046,0.7582363511904764,0.762198275,0.7975172199921293,0.1355084606837543,0.10512129380053908,0.05298098469913341,0.0410958904109589,0.38979195272025474,0.3,0.18055639136749882,0.14018691588785046,0.15771344104404703,0.12244897959183673,0.1952606924577335
